Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
B,5.253333333,24.09333333,0.329333333,66,141.4,0.036,0.14,0.04,-100.2,123.2,48,34,30.4,21.4,98,120,3806,65.4,16.84,3106,0.92,693.2,1.498,-5.4,,0.082,120,48,143.4,6.58,5.36,1.4
A,5.34,,0.231333333,68,140.6,0.044,0.08,0.12,-100.2,120.8,52.4,34.4,32.2,23.6,94,125.4,3810,68.4,21.54,3858,1.46,696.6,2.846,-5.2,,0.084,130,50,143.4,7.18,5.7,2.84
A,5.66,23.79333333,0.332,76,143.8,0.194,,0.1,-100,,,-50,-50,-50,,,,,20.16,0,0.06,,3.48,,,,,46,,,,0
A,5.366666667,23.87333333,0.316666667,77.4,152.2,0.042,0.16,0.02,-100.2,119.2,46,39,34.6,30,122,120.8,3690,69,17.94,2946,1.64,667.8,3.294,-5.8,,0.354,120,46,143.2,7.1,5.62,3
A,5.46,24.01333333,0.368,66,136.6,0.066,0.32,0.04,-100,122.8,51,0,0.2,0,68,122.2,1006,67.6,22.16,44,1.6,,3.192,-5.8,,0.398,120,46,143,7.12,5.58,3
D,5.54,23.91333333,0.299333333,70.8,140.4,0.04,0.06,0.04,-100.2,120.4,40.6,0,0.2,0,124,125,1010,75.4,19.44,44,1.6,,3.212,-5.4,,0.186,120,46,142.2,7.7,5.68,3.28
B,5.346666667,23.96666667,0.31,67.6,140.8,0.132,0.22,0.04,-100.2,116.4,46,29.8,34,23.4,96,120,3880,65.2,19.38,3078,0.98,700.6,1.648,-5.4,,0.072,120,46,142.8,6.58,5.4,1.48
D,5.486666667,23.84666667,0.348,73.6,146,0.112,0.38,0.06,-100,122.4,56,0,0.2,0,98,146.6,,64.4,22.62,46,1.68,,3.39,-5.6,,0.04,120,46,142.2,7.72,5.6,3.26
B,5.286666667,23.96666667,0.368,67.4,143,0.09,0.04,0.08,-100.2,115.8,46,22.6,35.8,32.6,96,119.6,4012,65.8,21.78,3038,0.98,731,1.648,-5.2,,0.07,120,46,142.4,6.58,5.36,1.44
A,5.426666667,24.13333333,0.447333333,60.4,134.6,0.166,0.6,,-100.2,119,51.8,43.2,34.2,34.8,118,120.4,3896,66.2,18.24,3256,1.54,703.4,3.042,-4.6,,0.058,120,52,142,7.14,5.54,3.04
A,5.406666667,24.09333333,0.317333333,64.4,135.8,0.13,0.32,0.06,-100.2,116.4,51.8,38,35,35,82,118.6,3898,66,17.52,3206,1.58,723.4,3.142,-4.8,,0.066,120,52,142.4,7.1,5.5,3.04
D,5.426666667,23.97333333,0.188,69.2,141.8,0.038,0.3,0.12,-100.2,122.8,46.8,0,0.2,0,114,121,1008,69.2,13.4,42,1.66,,3.344,-5,,0.058,120,52,143,7.72,5.44,3.24
D,5.446666667,23.94666667,0.33,70.8,143.2,0.082,0.22,0.06,-100.2,118.2,46,29.2,36.2,33,72,119.4,4020,66.2,18.06,3004,1.64,731.4,3.29,-5,,0.104,120,46,142.4,7.78,5.56,3.1
B,5.293333333,23.86666667,0.28,70.6,145.8,0.04,0.16,0.02,-100.2,116.8,46,25.8,56.4,21.2,98,119.6,3904,65.2,17,3132,0.92,712,1.498,-5.2,,0.108,120,46,142.6,6.52,5.38,1.44
B,5.366666667,23.96,0.370666667,64,136.6,0.176,0.2,0.06,-100.2,119.2,46,16.8,27.6,21.4,96,120,3898,64.8,18.9,3108,0.9,710.6,1.448,-5.4,,0.116,120,46,142.4,6.56,5.36,1.36
B,5.36,24.01333333,0.284666667,67.6,141,0.016,0.08,0.04,-100.2,125.4,46,24.6,26.8,20.4,106,119.4,3902,65.4,22.48,3178,0.9,707,1.448,-4.8,,0.08,120,46,142,6.54,5.36,1.42
B,5.34,23.96666667,0.338666667,62.6,133,0.074,0.18,0.16,-100.2,125,46,32.6,26.6,23.2,104,120,3896,64.8,20.16,3174,0.9,711.2,1.448,-4.8,,0.052,120,46,142.4,6.54,5.4,1.36
C,5.22,24.12666667,0.290666667,71,149.2,0.074,0.02,0.08,-100.2,126,46,32.6,61.4,34.8,102,119.8,3894,67,20.98,3286,0.9,706,1.448,-5,,0.184,120,46,142.8,6.56,5.44,1.38
C,5.186666667,23.82,0.333333333,65.4,140.8,0.05,0.2,0.12,-100,121.6,45.8,21.8,24,29.6,94,120.6,4002,69.2,18.44,3234,0.98,727.8,1.648,-5.4,,0.122,120,46,143,6.6,5.32,1.44
C,5.286666667,23.94666667,0.378666667,63.4,136.8,0.094,0.12,0.02,-100,123.4,46.2,11.8,19.4,24.2,96,119.8,3908,66.8,20.2,3310,0.94,709,1.548,-5.4,,0.116,120,46,141.8,6.56,5.32,1.38
C,5.213333333,23.82,0.305333333,63,137,0.18,0.22,0.08,-100,127.6,54.8,0,0,0,118,122.6,1006,65.8,16.24,44,0.94,,1.548,-5.4,,0.088,120,46,142.2,6.5,5.3,1.5
B,5.286666667,23.87333333,0.366666667,64.8,138.6,0.096,0.28,0.04,-100,117.2,46.2,28.6,40.4,32.4,92,119.4,3896,66.2,20.68,3112,0.94,728.4,1.548,-5.8,,0.074,120,46,142,6.58,5.38,1.34
B,5.28,23.86666667,0.346,64.6,138.4,0.054,0.18,0.04,-100.2,116.8,46,29.2,39.2,30.8,90,119.4,3894,65.8,20.56,3136,0.94,712.8,1.548,-5.8,,0.072,120,46,142.6,6.54,5.38,1.34
D,5.513333333,23.9,0.368666667,68.4,137.2,0.154,0.36,0.08,-100.2,123.2,46,36.4,32.2,28,74,121.4,3904,67.8,24.34,3196,1.62,708.8,3.242,-5,,0.06,120,46,142.2,7.8,5.68,3.08
D,5.493333333,23.88,0.312666667,68.6,138.8,0.022,0.14,0.02,-100.2,120.2,46,34.4,36.4,22.8,78,119.4,3800,65.6,16.82,3182,1.62,688.4,3.24,-5.4,,0.054,120,46,142.4,7.8,5.62,3.04
B,5.26,23.84,0.348666667,65.6,140.8,0.056,0.1,0.04,-100.2,127.4,40,0,0.2,0,120,153.2,,67.8,20.6,1962,0.8,,1.196,-5.6,,0.116,120,46,142,6.52,5.38,1.26
B,5.266666667,23.90666667,0.332666667,64,138.6,0.066,0.16,0.12,-100,120,45.8,29.8,40.2,26.2,94,121.2,3914,65.8,17.66,3062,0.92,708.4,1.496,-5.4,,0.0056,120,46,142,6.52,5.44,1.38
B,5.28,23.86666667,0.356,62.2,134.2,0.09,0.14,0.1,-100.2,121.4,46,28.8,40.6,26.6,102,119.6,3908,66,22.88,3078,0.92,713.6,1.496,-5.4,,0.0088,120,46,142.2,6.5,5.4,1.4
D,5.486666667,23.89333333,0.248666667,75,146.8,0.066,0.1,0.04,-100.2,125.6,50.4,0,0.2,0,114,118.4,,65.4,24.6,44,1.6,15.6,3.192,-5.2,,0.0052,120,46,141.6,7.74,5.56,3.16
B,5.34,23.96,0.277333333,63.8,135.2,0.052,0.14,0.06,-100.2,117,46,39.8,33.8,30,96,119.4,3892,65.4,16.02,3106,0.88,710,1.398,-5,,0.0076,120,46,141.8,6.54,5.4,1.36
B,5.293333333,23.98666667,0.262666667,66,140.2,0.062,0.18,0.02,-100.2,116.8,46,45.2,35.2,32.8,98,119.2,3896,66.2,18.98,3118,0.94,716.8,1.548,-4.8,,0.0114,120,46,142.4,6.56,5.36,1.44
B,5.26,23.87333333,,67,143.2,0.218,0.22,0.06,-100.2,118.6,46,40.6,35,30.6,96,119.8,3998,65.6,21.84,3024,0.98,731.6,1.648,-5.4,,0.0088,120,46,142.6,6.56,5.34,1.46
B,5.253333333,23.87333333,0.266666667,73.4,150.2,0.124,0.18,0.02,-100,117.4,46,12.6,47.8,31,100,119.6,3908,65.8,24.2,3060,0.92,711.2,1.496,-5.6,,0.007,120,46,142.8,6.58,5.36,1.38
B,5.273333333,23.95333333,0.252666667,70,145.6,0.072,0.1,0.02,-100.2,120.4,46.2,10.8,47.2,29.4,94,119.8,3908,66,16.3,3070,0.92,716.6,1.496,-5.6,,0.007,120,46,142.2,6.58,5.36,1.38
B,5.24,23.88,0.322666667,73,150.2,0.088,0.08,0,149,119,46,14.8,44,26.6,92,120,3910,65.4,19.12,3104,0.92,714.2,1.498,-5.2,,0.0084,120,46,142.2,6.58,5.36,1.36
B,5.38,24.05333333,0.289333333,67.6,140,0.098,0.12,0.04,186.6,116.2,45.8,41.2,34.4,36.2,94,121.6,3916,66,16.34,3070,0.86,718.2,1.348,-5.2,,0.0066,120,46,142.4,6.62,5.38,1.32
A,5.453333333,23.84666667,0.382666667,67.4,139.2,0.09,0.26,0.08,113.8,117,45.6,15.6,23.8,17.4,104,116.4,3040,66.6,15.8,3232,1.52,490.6,2.992,-5.6,,0.005,120,46,142.4,7.24,5.52,2.96
,5.153333333,23.96666667,0.372,60.4,135.2,0.026,0.12,0.04,220.4,121,46,47.4,21.6,38.6,80,119.8,3906,68.8,16.52,3058,1,712.2,1.698,-5.4,,0.0094,120,46,142.8,6.56,5.26,1.46
C,5.313333333,23.94666667,0.349333333,71.6,147,0.102,0.24,0.08,166.4,119.8,39.8,33.2,31.2,16.4,100,120,3796,66.8,18.84,2868,1.04,686.6,1.796,-5.4,,0.0184,120,,142.8,6.64,5.42,1.64
D,5.546666667,23.85333333,0.34,73.8,144.8,0.042,0.02,0.06,199,116.2,46.2,45.4,34.4,21.4,76,118.8,4010,65.8,17.18,3000,1.64,729.8,3.29,-5.4,,0.008,120,46,142.8,7.78,5.7,3.04
D,5.44,23.88666667,0.437333333,66.6,136.6,0.158,0.26,0.08,197.2,114.4,46,39,35,21.4,74,121.2,4010,66.2,17.42,2982,1.68,733.4,3.39,-5.4,,0.0088,120,46,142.4,7.76,5.6,3.06
B,5.333333333,23.88,,65,137.8,0.136,0.06,0.02,187.6,118,46,40.8,26,19.2,94,120.4,3894,65.8,16.08,3040,0.86,711.2,1.348,-5.4,,0.0072,120,46,142.2,6.58,5.38,1.22
B,5.333333333,24.00666667,,68.6,142.4,0.144,0.18,0.02,192.6,117,46.2,33.8,30,21.2,92,120,3804,65.4,16.1,3078,0.84,695.2,1.298,-5.2,,0.0098,120,46,141.6,6.58,5.36,1.3
D,5.533333333,23.83333333,0.348,71,142.2,0.068,0.12,0.1,0.2,119.8,44.4,0,0.2,0,110,143.6,1010,68.4,22.94,40,1.48,,2.894,-5.8,,0.0264,130,50,142.4,7.78,5.64,3.06
C,,23.94666667,0.394666667,61.8,136.2,0.234,0.12,,99.6,117.4,50.2,3.2,24.2,31.4,100,130.4,3598,65.8,18.64,3220,0.94,654.8,1.548,-5.8,,0.0108,130,50,142.6,6.6,5.3,1.44
A,5.466666667,23.74666667,0.464,67.2,137.2,0.192,0.14,0.04,90.6,113,50,2.6,21.8,29.4,112,130.2,3598,68.4,19.02,3216,1.64,657,3.294,-5.8,,0.0114,130,50,142,7.18,5.54,2.98
A,5.453333333,23.96666667,0.388666667,68.8,140.6,0.022,0.12,0.06,141.2,132,50.4,36,32.4,31.2,118,100.6,3598,66.4,17.2,3426,1.56,658.6,3.092,-5.2,,0.0194,100,50,143.2,7.18,5.52,2.96
D,5.473333333,23.92666667,0.307333333,72.4,144.2,0.188,0.18,0.02,0.2,127.4,49.6,0,0.2,0,112,127.4,,69.8,19.68,34,1.56,,3.096,-4.6,,0.0466,120,46,142.4,7.76,5.64,3.02
D,5.493333333,23.84666667,0.348,75.2,147.8,0.154,0.18,0.06,145.6,,46,50,30.8,33,82,120.8,3608,67.6,23.14,3042,1.62,662.8,3.242,-4.6,,0.0434,120,46,142.4,7.76,5.72,3.08
D,5.44,23.92666667,0.372,72.2,144.6,0.094,0.14,0,113.6,,45.4,28.2,23.2,28.4,84,120,3598,67.4,22.7,3050,1.62,657,3.242,-4.6,,0.0436,120,46,141.8,7.76,5.64,3.04
D,5.466666667,23.9,0.410666667,72.8,144.2,0.072,0.12,0.08,105.2,,45.6,23,22,27.6,82,120.2,3598,67.2,16.88,3056,1.66,656.6,3.342,-5,,0.0468,120,46,142.2,7.74,5.66,3.08
B,5.28,23.96666667,0.386,62.6,136.4,0.19,0.14,0.04,90.2,128,50.2,2.2,26.2,28.8,100,80,3614,67.2,21.3,3310,0.98,655.4,1.648,-5.8,,0.0454,80,50,142.8,6.54,5.34,1.34
B,5.313333333,23.98,0.322666667,66.2,139.8,0.152,0.34,0.02,86.8,126.2,50.4,1.6,25.4,27,98,85.8,3614,65.4,16.24,3188,0.98,735.4,1.648,-5.6,,0.052,90,50,143,6.56,5.32,1.32
B,5.326666667,24.06,0.217333333,66.8,139.8,0.018,0.26,0.06,102,122.6,50,8,25.6,35.2,100,79.8,3696,65.6,23.18,3308,0.96,675.4,1.596,-5.6,,0.0572,80,50,141.8,6.58,5.32,1.34
B,5.286666667,23.95333333,0.217333333,63.4,136.6,0.066,0.16,0.04,73.4,120.4,53.6,2.2,17.6,25.8,114,77.8,2722,65,18.32,3630,0.94,501,1.548,-5.8,,0.0374,80,50,142.2,,5.26,0
A,5.426666667,23.95333333,0.334,72.8,146,0.078,0.2,0.04,106.8,122.4,50.2,9.6,25.8,37.6,78,79.4,3898,66,23.38,3202,1.72,706.2,3.49,-6.2,,0.0322,80,50,142.4,7.14,5.5,3.06
A,5.4,23.94,0.338666667,69.2,142,0.01,0.3,0.04,111.2,126.8,50,11.2,26.8,38.4,82,79.4,3986,66.4,16.46,3218,1.76,721.8,3.588,-6.2,,0.033,80,50,142.4,7.14,5.5,3.1
A,5.413333333,23.88,0.306,69.2,141.4,0.07,0.04,0.02,112.4,124.6,49.8,9.4,26.6,40.8,82,85.2,3910,66.4,21.68,3200,1.76,692,3.588,-6.2,,0.0332,80,50,141.8,7.14,5.5,3.08
B,5.306666667,24.01333333,0.266,63,135.4,0.074,0.04,0.02,110.4,124.6,49.6,11.8,24.2,40.4,98,80.6,3794,65.6,20.28,3116,1.04,690.6,1.796,-6.2,,0.0364,80,50,146.6,6.58,5.34,1.38
B,5.333333333,23.94666667,0.286666667,68,142.4,0.048,0.22,0.06,0.2,133.4,57.2,0,0.2,0,128,104.4,1006,65.6,23.72,86,0.92,,1.498,-5.8,,0.0444,80,50,145.8,6.54,5.32,1.36
B,5.313333333,23.91333333,0.343333333,67.2,140.8,0.17,0.24,0.06,109.6,124.8,50.4,12.8,26,37.8,102,80.8,3808,65.4,22.8,3230,0.98,684.6,1.648,-6,,0.0414,80,50,146.4,6.54,5.32,1.36
B,5.313333333,23.90666667,0.29,63.6,136,0.052,0.3,0.04,112.4,124.4,49.2,11,27.2,40.4,94,80.2,3854,65.4,16.96,3244,0.98,700.8,1.648,-6,,0.0414,80,50,146.6,6.52,5.28,1.3
B,5.286666667,23.97333333,0.307333333,65.2,139.2,0.094,0.02,0.02,104,124.4,49.2,14.4,19.6,37.4,100,80,3850,65.4,16.32,3288,1.02,696.4,1.746,-5.6,,0.0372,80,50,146,6.54,5.26,1.42
A,5.346666667,23.92,0.326666667,66.4,139.4,0.104,0.12,0.02,109.8,121.8,49.6,20,20.6,39.2,90,81,3812,68.4,14.32,3338,1.54,680.8,3.044,-5.2,,0.034,80,50,146.6,7.16,5.4,2.98
B,5.233333333,23.98,0.342666667,68.4,143.4,0.062,0.18,0.1,108.2,123.8,50.4,20.4,21,36.6,100,109.8,3864,66,17.72,3290,0.94,703.2,1.548,-5.6,,0.0328,110,50,147,6.58,5.32,1.32
C,5.173333333,23.98,0.362,66.8,144.4,0.054,0.22,0.02,112.2,123,50,16.2,24.6,34.6,114,80,3910,66.4,21.66,3274,0.98,710,1.646,-5.4,,0.0336,80,50,146.8,6.5,5.28,1.68
C,5.306666667,23.98,0.314666667,64.2,137.4,0.086,0.12,0.02,111.6,124.8,50,15.6,29.6,32,102,100.2,3910,66.4,20.36,3290,0.98,708.6,1.646,-5.4,,0.0324,100,50,146.6,6.52,5.3,1.66
C,5.293333333,23.91333333,0.310666667,74.6,151.4,0.078,0.12,0.02,115.8,123.4,53.6,16.2,31.2,33,120,100.6,3916,68,21.4,3514,0.98,709.8,1.648,-5.4,,0.0368,100,50,146.8,6.58,5.36,1.72
B,5.346666667,24.04,0.285333333,76.4,151.8,0.162,0.14,0.04,98.8,120.8,50,8.2,22.4,33.8,102,79.4,3906,66.6,23.7,3286,0.9,703,1.448,-5.4,,0.0294,80,50,146.4,6.52,5.38,1.36
B,5.333333333,23.97333333,0.325333333,67.6,141.8,0.198,0.18,0.14,101.6,123,49.6,8.2,23,36.4,96,81,3908,66.4,16.48,3274,0.88,711.6,1.398,-5.4,,0.0304,80,50,146.4,6.52,5.4,1.32
B,5.306666667,24.1,0.218,67.8,142.4,0.058,0.04,0.02,119.6,123.6,50.2,12.4,35.4,35.4,98,90,4000,66,17.76,3262,0.9,729.2,1.448,-5.4,,0.0444,90,50,142.2,6.52,5.32,1.36
B,5.266666667,23.94666667,0.241333333,67.8,143.2,0.028,0.18,0.02,77,123,54,20.8,10.2,13.4,,96,1008,65.2,13.48,3224,0.8,290.6,1.198,-4.8,,0.0384,90,50,142.8,6.54,5.32,1.3
D,5.546666667,23.94,0.216666667,77.4,147.4,0.088,0.1,0.06,66.6,126.6,44.4,11,7.6,13.6,104,121.8,1010,65,19.16,3286,1.6,,3.19,-5.2,,0.0306,90,48,142.6,7.76,5.64,3.2
B,5.3,24.00666667,0.238666667,65,139,0.024,0.18,0.04,145.2,125.4,53,11.2,37.2,34.6,96,90.2,4010,65.2,18.64,3370,0.86,730.8,1.348,-5.2,,0.0344,90,50,142.2,6.54,5.32,1.32
B,5.333333333,24.00666667,0.221333333,71.4,147.8,0.01,0.34,0.12,77.2,123.6,51.2,14.8,10,11,80,93.2,1494,65.8,19.84,3766,0.74,349.8,1.048,-5,,0.0332,90,50,142.8,6.52,5.34,1.28
B,5.32,24,0.256,67.4,140.8,0.088,0.12,0.04,140.2,125,50.2,13.6,36.2,32.4,94,90.6,3994,65.4,21.86,3276,0.86,730.6,1.348,-5,,0.0334,90,50,142.2,6.52,5.34,1.3
B,5.306666667,24,0.259333333,64,137.6,0.094,0.14,0.04,0.2,129.6,45.4,0,0.2,-1.2,130,90,1008,65.8,23.16,40,0.72,,0.996,-5.2,,0.0312,90,50,143.2,6.52,5.32,1.28
,5.286666667,23.88666667,0.219333333,63.4,137.2,0.014,0.22,0.02,143.2,123.4,49.4,10.6,37.6,34.4,118,89.6,3996,68,21.3,3284,0.92,726.6,1.498,-5,,0.03,90,50,142.2,6.58,5.32,1.38
D,5.573333333,23.96,0.227333333,71.6,141,0.02,0.12,0.04,141.4,125.2,45.8,0.4,39,49,84,90.8,3998,66,17.6,3094,1.76,727.2,3.588,-5.8,,0.028,90,46,143.2,7.78,5.64,3.14
D,5.526666667,23.94,0.205333333,72.8,143.8,0.032,0.18,0.04,140.6,126,46.2,0.2,38.8,49.2,76,114.4,3894,66.4,17.68,2978,1.78,784.8,3.638,-6,,0.029,120,46,142.6,7.78,5.64,3.2
D,5.466666667,23.89333333,0.257333333,66.4,136.6,0.102,0.28,0.02,143.8,124.8,46.2,13.2,36.6,34,84,89.6,3952,65.8,20.32,3104,1.66,719.2,3.34,-5.6,,0.038,90,46,142.8,7.82,5.56,3.04
B,5.353333333,24.05333333,0.213333333,70.4,144.6,0.028,0.14,0.02,0.2,128,40,0.2,0.2,-1.2,126,120.8,1012,72,17.8,44,0.7,,0.95,-5.4,,0.057,90,46,142.2,6.56,5.32,1.34
B,5.3,23.96666667,0.318666667,66.8,140.8,0.112,0.3,0.12,0.2,127.4,45.6,0.2,0.2,-1.2,124,143.8,1012,67.2,19.42,44,0.76,,1.096,-5.2,,0.0352,120,46,142.2,6.54,5.32,1.38
B,5.36,24,0.263333333,68.4,141.8,0.02,0.12,0.04,145,125,49.6,18.2,37.4,30.2,100,90,3980,64.6,23.84,3256,0.96,727,1.598,-5.4,,0.0292,90,50,142.2,6.56,5.36,1.44
B,5.28,23.88666667,0.325333333,66.2,140.6,0.042,0.14,0.04,146,123.8,49.6,14.4,36,35,98,90,3984,65.8,16.6,3248,0.98,727.2,1.648,-5.4,,0.038,90,50,142.4,6.56,5.34,1.42
B,5.353333333,23.83333333,0.258666667,68.6,142.2,0.042,0.2,0.04,143.8,124.2,50,12.6,35.2,35.8,102,89.8,3982,65.4,17.16,3262,0.92,724.8,1.498,-5.4,,0.038,90,50,142.4,6.56,5.36,1.36
B,5.326666667,23.92,0.267333333,66.8,141,0.036,0.34,0.06,120.6,122.4,50.2,5.8,30.6,30.4,98,120.2,3988,65.4,17.42,3146,0.92,730.6,1.498,-5.4,,0.033,120,50,142.4,6.56,5.36,1.3
B,5.3,23.84666667,0.282,72.4,148.2,0.014,0.18,0.08,126.8,124.4,50,7.2,31.8,30,96,70.4,3978,65.2,17.82,3264,0.98,726.6,1.648,-5.4,,0.0346,70,50,141.4,6.56,5.32,1.42
B,5.293333333,23.98,0.286,67.4,142.6,0.098,0.16,0.06,135.6,126,50.4,15.2,32.4,32,98,69.4,3980,65.4,18.08,3280,0.98,728.4,1.648,-5.2,,0.0338,70,50,142.6,6.54,5.32,1.44
